pressure,height,temperature,dewpoint,direction,speed,station,time,u_wind,v_wind,latitude,longitude
300.0,9400.0,-42.3,,235.0,45.0,KVBG,1993-03-14,36.861841993004624,25.810939635797087,34.733333333333334,-120.58333333333333
500.0,5676.0,-16.8,-18.9,294.0,33.0,KWMC,1993-03-14,30.147000102205837,-13.422309221501392,40.9,-117.8
300.0,9298.0,-44.2,,272.0,58.0,KWMC,1993-03-14,57.96466796710755,-2.0241708087450743,40.9,-117.8
500.0,5156.0,-39.1,-53.4,321.0,10.0,KY62,1993-03-14,6.293203910498378,-7.7714596145697055,46.46666666666667,-84.36666666666666
300.0,8614.0,-48.1,,198.0,87.0,KY62,1993-03-14,26.884478510620415,82.74191691767837,46.46666666666667,-84.36666666666666
500.0,5408.0,-29.6,-32.4,51.0,27.0,KYAK,1993-03-14,-20.98294095933821,-16.99165055834561,,
300.0,8852.0,-51.4,,49.0,48.0,KYAK,1993-03-14,-36.22605985069305,-31.490833391544356,,
500.0,5220.0,-23.7,-25.3,185.0,54.0,KYMW,1993-03-14,4.706410108373529,53.79451369695426,,
300.0,8829.0,-42.9,-46.9,195.0,92.0,KYMW,1993-03-14,23.81135214943191,88.86517601859428,,
500.0,5379.0,-30.1,-38.1,355.0,19.0,KYXY,1993-03-14,1.655959112205508,-18.927699263743165,,
300.0,8829.0,-52.9,-61.9,15.0,25.0,KYXY,1993-03-14,-6.4704761275630185,-24.148145657226706,,
