,DATE,P,RH,T,WD,WS,WSMAX
2016-03-31 04:40:00,2016-03-31 04:40:00,978.6,46.9,19.7,162.7,5.3,7.4
2016-03-31 04:41:00,2016-03-31 04:41:00,978.6,47.1,19.7,172.7,3.6,6.0
2016-03-31 04:42:00,2016-03-31 04:42:00,978.6,47.2,19.7,180.6,4.2,6.2
2016-03-31 04:43:00,2016-03-31 04:43:00,978.5,47.2,19.6,147.7,4.1,6.0
2016-03-31 04:44:00,2016-03-31 04:44:00,978.5,47.2,19.6,158.9,4.1,5.9
2016-03-31 04:45:00,2016-03-31 04:45:00,978.5,47.3,19.6,160.8,3.6,5.1
2016-03-31 04:46:00,2016-03-31 04:46:00,978.4,47.4,19.6,180.3,3.8,6.1
2016-03-31 04:47:00,2016-03-31 04:47:00,978.4,47.5,19.6,163.8,3.8,5.4
2016-03-31 04:48:00,2016-03-31 04:48:00,978.3,47.3,19.6,165.2,6.4,8.9
2016-03-31 04:49:00,2016-03-31 04:49:00,978.2,47.3,19.6,147.9,5.9,8.1
2016-03-31 04:50:00,2016-03-31 04:50:00,978.1,47.3,19.6,166.2,5.0,7.9
2016-03-31 04:51:00,2016-03-31 04:51:00,978.0,47.2,19.6,159.3,5.9,10.4
2016-03-31 04:52:00,2016-03-31 04:52:00,978.0,47.5,19.6,158.7,3.9,5.2
2016-03-31 04:53:00,2016-03-31 04:53:00,977.9,47.6,19.6,149.3,3.8,6.0
2016-03-31 04:54:00,2016-03-31 04:54:00,977.9,47.7,19.5,150.9,4.7,8.4
2016-03-31 04:55:00,2016-03-31 04:55:00,977.8,47.2,19.5,162.1,7.4,13.3
2016-03-31 04:56:00,2016-03-31 04:56:00,977.8,47.2,19.6,163.2,4.9,7.5
2016-03-31 04:57:00,2016-03-31 04:57:00,977.8,47.4,19.6,164.3,4.0,6.5
2016-03-31 04:58:00,2016-03-31 04:58:00,977.7,47.6,19.5,164.2,4.8,6.8
2016-03-31 04:59:00,2016-03-31 04:59:00,977.7,47.7,19.5,155.7,4.6,8.2
2016-03-31 05:00:00,2016-03-31 05:00:00,977.7,47.8,19.4,156.0,5.0,7.3
2016-03-31 05:01:00,2016-03-31 05:01:00,977.7,48.0,19.4,169.9,4.4,6.8
2016-03-31 05:02:00,2016-03-31 05:02:00,977.6,48.0,19.4,156.7,5.1,8.5
2016-03-31 05:03:00,2016-03-31 05:03:00,977.5,48.1,19.4,150.3,5.0,7.6
2016-03-31 05:04:00,2016-03-31 05:04:00,977.5,48.0,19.3,165.9,5.7,8.4
2016-03-31 05:05:00,2016-03-31 05:05:00,977.6,48.2,19.3,174.2,4.2,5.6
2016-03-31 05:06:00,2016-03-31 05:06:00,977.5,48.1,19.3,150.7,6.0,9.4
2016-03-31 05:07:00,2016-03-31 05:07:00,977.5,48.1,19.3,154.1,4.6,6.5
2016-03-31 05:08:00,2016-03-31 05:08:00,977.5,48.2,19.3,165.2,5.9,10.4
2016-03-31 05:09:00,2016-03-31 05:09:00,977.5,48.2,19.3,166.8,5.5,7.8
2016-03-31 05:10:00,2016-03-31 05:10:00,977.5,48.0,19.3,166.7,6.1,8.4
2016-03-31 05:11:00,2016-03-31 05:11:00,977.5,47.9,19.4,167.3,6.2,9.1
2016-03-31 05:12:00,2016-03-31 05:12:00,977.5,47.9,19.4,160.9,5.9,7.8
2016-03-31 05:13:00,2016-03-31 05:13:00,977.6,48.0,19.4,168.0,6.0,9.0
2016-03-31 05:14:00,2016-03-31 05:14:00,977.6,47.8,19.4,165.5,6.0,7.7
2016-03-31 05:15:00,2016-03-31 05:15:00,977.6,47.8,19.4,160.8,6.1,8.8
2016-03-31 05:16:00,2016-03-31 05:16:00,977.6,47.9,19.4,170.8,5.8,8.7
2016-03-31 05:17:00,2016-03-31 05:17:00,977.7,48.0,19.3,168.9,5.2,6.6
2016-03-31 05:18:00,2016-03-31 05:18:00,977.7,48.3,19.3,168.2,4.6,6.3
2016-03-31 05:19:00,2016-03-31 05:19:00,977.6,48.3,19.3,155.3,5.2,7.1
2016-03-31 05:20:00,2016-03-31 05:20:00,977.6,48.4,19.2,176.5,4.6,8.1
2016-03-31 05:21:00,2016-03-31 05:21:00,977.6,48.5,19.2,157.3,4.7,6.6
2016-03-31 05:22:00,2016-03-31 05:22:00,977.6,48.6,19.2,158.6,4.3,6.4
2016-03-31 05:23:00,2016-03-31 05:23:00,977.6,48.8,19.2,166.7,4.2,6.6
2016-03-31 05:24:00,2016-03-31 05:24:00,977.5,48.7,19.2,159.4,5.5,9.6
2016-03-31 05:25:00,2016-03-31 05:25:00,977.5,48.9,19.2,162.6,6.3,8.5
2016-03-31 05:26:00,2016-03-31 05:26:00,977.5,48.7,19.1,166.8,5.8,9.1
2016-03-31 05:27:00,2016-03-31 05:27:00,977.4,48.7,19.2,154.6,5.8,8.6
2016-03-31 05:28:00,2016-03-31 05:28:00,977.4,48.6,19.2,162.6,4.3,7.2
2016-03-31 05:29:00,2016-03-31 05:29:00,977.4,48.9,19.2,168.8,4.0,5.7
2016-03-31 05:30:00,2016-03-31 05:30:00,977.4,48.9,19.1,170.5,5.3,8.8
2016-03-31 05:31:00,2016-03-31 05:31:00,977.3,48.7,19.1,165.5,6.0,9.8
2016-03-31 05:32:00,2016-03-31 05:32:00,977.3,48.8,19.1,177.1,5.8,8.0
2016-03-31 05:33:00,2016-03-31 05:33:00,977.3,49.1,19.1,155.9,3.6,5.7
2016-03-31 05:34:00,2016-03-31 05:34:00,977.3,49.2,19.1,149.1,4.1,6.0
2016-03-31 05:35:00,2016-03-31 05:35:00,977.3,49.2,19.1,167.4,3.9,5.9
2016-03-31 05:36:00,2016-03-31 05:36:00,977.3,49.3,19.0,163.9,4.9,8.8
2016-03-31 05:37:00,2016-03-31 05:37:00,977.2,49.2,19.0,157.1,5.1,6.6
2016-03-31 05:38:00,2016-03-31 05:38:00,977.3,49.2,19.0,160.9,5.8,8.6
2016-03-31 05:39:00,2016-03-31 05:39:00,977.3,49.1,19.1,166.6,4.9,7.6
2016-03-31 05:40:00,2016-03-31 05:40:00,977.3,49.3,19.1,163.1,4.6,7.9
2016-03-31 05:41:00,2016-03-31 05:41:00,977.2,49.5,19.0,165.9,5.9,9.4
2016-03-31 05:42:00,2016-03-31 05:42:00,977.2,49.2,19.0,170.6,5.9,8.2
2016-03-31 05:43:00,2016-03-31 05:43:00,977.2,49.2,19.1,156.9,4.7,7.1
2016-03-31 05:44:00,2016-03-31 05:44:00,977.2,49.3,19.1,167.7,5.1,8.1
2016-03-31 05:45:00,2016-03-31 05:45:00,977.3,49.4,19.0,161.1,4.3,6.7
2016-03-31 05:46:00,2016-03-31 05:46:00,977.3,49.4,19.0,165.3,5.2,7.3
2016-03-31 05:47:00,2016-03-31 05:47:00,977.3,49.6,19.0,156.2,4.0,7.5
2016-03-31 05:48:00,2016-03-31 05:48:00,977.3,49.6,19.0,168.0,5.8,8.1
2016-03-31 05:49:00,2016-03-31 05:49:00,977.3,49.5,19.0,169.3,4.8,7.9
2016-03-31 05:50:00,2016-03-31 05:50:00,977.4,49.5,19.0,163.0,4.9,6.4
2016-03-31 05:51:00,2016-03-31 05:51:00,977.3,49.4,19.0,163.2,6.7,9.9
2016-03-31 05:52:00,2016-03-31 05:52:00,977.3,49.3,19.1,161.3,5.0,8.6
2016-03-31 05:53:00,2016-03-31 05:53:00,977.4,49.5,19.1,168.5,4.7,8.2
2016-03-31 05:54:00,2016-03-31 05:54:00,977.3,49.5,19.0,162.9,6.0,9.4
2016-03-31 05:55:00,2016-03-31 05:55:00,977.4,49.6,19.0,170.5,4.9,7.5
2016-03-31 05:56:00,2016-03-31 05:56:00,977.3,49.7,19.0,159.7,4.9,7.1
2016-03-31 05:57:00,2016-03-31 05:57:00,977.3,49.6,19.0,165.7,5.9,10.0
2016-03-31 05:58:00,2016-03-31 05:58:00,977.3,49.6,19.0,159.5,6.3,8.8
2016-03-31 05:59:00,2016-03-31 05:59:00,977.3,49.6,19.0,173.6,5.7,9.9
2016-03-31 06:00:00,2016-03-31 06:00:00,977.3,49.6,19.0,172.4,5.1,7.8
2016-03-31 06:01:00,2016-03-31 06:01:00,977.3,49.8,19.0,175.5,4.8,6.4
2016-03-31 06:02:00,2016-03-31 06:02:00,977.4,50.0,19.0,165.0,4.6,8.2
2016-03-31 06:03:00,2016-03-31 06:03:00,977.3,49.8,19.0,162.6,6.1,10.1
2016-03-31 06:04:00,2016-03-31 06:04:00,977.3,50.0,19.0,153.7,3.9,5.8
2016-03-31 06:05:00,2016-03-31 06:05:00,977.3,50.2,18.9,159.7,3.6,6.0
2016-03-31 06:06:00,2016-03-31 06:06:00,977.2,50.3,18.9,160.8,4.3,8.4
2016-03-31 06:07:00,2016-03-31 06:07:00,977.3,50.4,18.9,154.6,4.0,5.9
2016-03-31 06:08:00,2016-03-31 06:08:00,977.2,50.4,18.9,162.4,5.4,8.4
2016-03-31 06:09:00,2016-03-31 06:09:00,977.3,50.3,18.9,173.2,4.8,6.4
2016-03-31 06:10:00,2016-03-31 06:10:00,977.3,50.5,18.9,167.7,4.3,7.5
2016-03-31 06:11:00,2016-03-31 06:11:00,977.3,50.5,18.8,160.1,5.2,6.6
2016-03-31 06:12:00,2016-03-31 06:12:00,977.3,50.5,18.8,169.2,4.6,6.0
2016-03-31 06:13:00,2016-03-31 06:13:00,977.3,50.6,18.8,167.6,4.6,6.8
2016-03-31 06:14:00,2016-03-31 06:14:00,977.3,50.6,18.8,168.3,5.1,6.7
2016-03-31 06:15:00,2016-03-31 06:15:00,977.3,50.8,18.8,164.1,4.0,5.4
2016-03-31 06:16:00,2016-03-31 06:16:00,977.2,50.9,18.8,148.6,4.0,6.8
2016-03-31 06:17:00,2016-03-31 06:17:00,977.2,50.9,18.8,165.3,4.1,6.6
2016-03-31 06:18:00,2016-03-31 06:18:00,977.2,51.0,18.8,171.7,4.6,6.3
2016-03-31 06:19:00,2016-03-31 06:19:00,977.2,51.1,18.7,168.1,3.2,5.2
2016-03-31 06:20:00,2016-03-31 06:20:00,977.2,51.2,18.7,171.4,3.6,5.0
2016-03-31 06:21:00,2016-03-31 06:21:00,977.2,51.2,18.7,167.6,4.5,6.9
2016-03-31 06:22:00,2016-03-31 06:22:00,977.2,51.5,18.7,164.4,3.5,5.4
2016-03-31 06:23:00,2016-03-31 06:23:00,977.2,51.4,18.7,166.4,5.5,7.7
2016-03-31 06:24:00,2016-03-31 06:24:00,977.2,51.2,18.8,169.1,5.5,7.2
2016-03-31 06:25:00,2016-03-31 06:25:00,977.2,51.2,18.8,168.8,5.1,6.9
2016-03-31 06:26:00,2016-03-31 06:26:00,977.2,51.3,18.8,162.8,4.3,5.3
2016-03-31 06:27:00,2016-03-31 06:27:00,977.1,51.6,18.7,162.6,3.7,6.4
2016-03-31 06:28:00,2016-03-31 06:28:00,977.1,51.5,18.7,172.4,4.7,7.0
2016-03-31 06:29:00,2016-03-31 06:29:00,977.0,51.4,18.7,169.0,4.9,6.9
2016-03-31 06:30:00,2016-03-31 06:30:00,977.1,51.6,18.7,176.8,4.1,6.6
2016-03-31 06:31:00,2016-03-31 06:31:00,977.0,51.5,18.7,164.6,4.2,6.7
2016-03-31 06:32:00,2016-03-31 06:32:00,977.0,51.6,18.7,160.3,4.9,7.4
2016-03-31 06:33:00,2016-03-31 06:33:00,977.0,51.6,18.7,169.4,5.2,9.6
2016-03-31 06:34:00,2016-03-31 06:34:00,977.0,51.7,18.7,168.8,4.8,8.9
2016-03-31 06:35:00,2016-03-31 06:35:00,976.9,51.7,18.7,170.8,4.8,6.6
2016-03-31 06:36:00,2016-03-31 06:36:00,976.9,51.8,18.7,170.4,4.9,7.3
2016-03-31 06:37:00,2016-03-31 06:37:00,976.8,51.7,18.7,163.8,4.1,6.8
2016-03-31 06:38:00,2016-03-31 06:38:00,976.8,52.0,18.6,167.0,4.0,5.8
2016-03-31 06:39:00,2016-03-31 06:39:00,976.7,52.0,18.6,158.9,4.9,7.0
2016-03-31 06:40:00,2016-03-31 06:40:00,976.7,52.1,18.6,153.6,3.0,4.6
2016-03-31 06:41:00,2016-03-31 06:41:00,976.7,52.4,18.6,166.1,4.8,7.5
2016-03-31 06:42:00,2016-03-31 06:42:00,976.6,52.5,18.6,160.8,2.8,4.4
2016-03-31 06:43:00,2016-03-31 06:43:00,976.6,52.7,18.5,162.6,3.3,5.9
2016-03-31 06:44:00,2016-03-31 06:44:00,976.6,52.4,18.5,165.6,4.3,6.4
2016-03-31 06:45:00,2016-03-31 06:45:00,976.5,52.5,18.5,152.1,5.0,8.8
2016-03-31 06:46:00,2016-03-31 06:46:00,976.5,52.5,18.6,164.2,5.0,6.6
2016-03-31 06:47:00,2016-03-31 06:47:00,976.5,52.4,18.6,160.0,5.2,9.1
2016-03-31 06:48:00,2016-03-31 06:48:00,976.4,52.3,18.6,162.6,4.7,6.9
2016-03-31 06:49:00,2016-03-31 06:49:00,976.4,52.3,18.6,156.1,5.7,8.3
2016-03-31 06:50:00,2016-03-31 06:50:00,976.4,52.3,18.6,170.6,5.5,9.1
2016-03-31 06:51:00,2016-03-31 06:51:00,976.4,52.4,18.6,156.6,4.6,7.3
2016-03-31 06:52:00,2016-03-31 06:52:00,976.4,52.4,18.6,164.1,5.7,8.0
2016-03-31 06:53:00,2016-03-31 06:53:00,976.4,52.5,18.6,171.6,4.5,7.7
2016-03-31 06:54:00,2016-03-31 06:54:00,976.3,52.5,18.6,168.0,5.7,7.8
2016-03-31 06:55:00,2016-03-31 06:55:00,976.2,52.6,18.6,166.5,4.9,7.5
2016-03-31 06:56:00,2016-03-31 06:56:00,976.2,52.8,18.5,168.6,4.2,7.2
2016-03-31 06:57:00,2016-03-31 06:57:00,976.0,52.8,18.5,158.5,6.0,8.4
2016-03-31 06:58:00,2016-03-31 06:58:00,976.0,52.8,18.5,164.6,5.7,9.0
2016-03-31 06:59:00,2016-03-31 06:59:00,976.0,53.0,18.5,166.2,3.9,6.1
2016-03-31 07:00:00,2016-03-31 07:00:00,976.0,53.3,18.5,166.8,3.5,4.7
2016-03-31 07:01:00,2016-03-31 07:01:00,976.0,53.4,18.5,172.2,4.2,5.5
2016-03-31 07:02:00,2016-03-31 07:02:00,976.0,53.4,18.4,160.6,4.8,7.4
2016-03-31 07:03:00,2016-03-31 07:03:00,975.9,53.4,18.5,166.8,5.2,7.5
2016-03-31 07:04:00,2016-03-31 07:04:00,975.9,53.4,18.5,152.7,4.0,6.1
2016-03-31 07:05:00,2016-03-31 07:05:00,976.0,53.5,18.5,160.5,3.9,5.3
2016-03-31 07:06:00,2016-03-31 07:06:00,976.0,53.6,18.5,161.9,4.3,6.3
2016-03-31 07:07:00,2016-03-31 07:07:00,976.0,53.8,18.4,165.5,4.4,8.5
2016-03-31 07:08:00,2016-03-31 07:08:00,976.0,53.6,18.5,170.1,5.3,8.8
2016-03-31 07:09:00,2016-03-31 07:09:00,976.0,53.6,18.5,168.8,4.7,6.0
2016-03-31 07:10:00,2016-03-31 07:10:00,976.0,53.7,18.5,159.7,3.9,6.0
2016-03-31 07:11:00,2016-03-31 07:11:00,976.0,54.0,18.5,162.5,3.6,4.9
2016-03-31 07:12:00,2016-03-31 07:12:00,975.9,53.9,18.4,178.6,6.2,8.6
2016-03-31 07:13:00,2016-03-31 07:13:00,975.9,53.7,18.5,165.2,5.5,8.9
2016-03-31 07:14:00,2016-03-31 07:14:00,975.9,53.9,18.5,160.0,3.1,4.7
2016-03-31 07:15:00,2016-03-31 07:15:00,975.9,53.9,18.5,171.1,5.4,8.5
2016-03-31 07:16:00,2016-03-31 07:16:00,975.9,53.8,18.5,163.2,5.6,8.2
2016-03-31 07:17:00,2016-03-31 07:17:00,975.9,53.8,18.5,171.9,5.3,7.4
2016-03-31 07:18:00,2016-03-31 07:18:00,975.8,53.8,18.5,159.2,4.8,6.5
2016-03-31 07:19:00,2016-03-31 07:19:00,975.8,53.9,18.5,157.5,3.8,6.1
2016-03-31 07:20:00,2016-03-31 07:20:00,975.8,53.9,18.5,163.5,5.3,7.2
2016-03-31 07:21:00,2016-03-31 07:21:00,975.8,54.0,18.5,169.5,4.1,7.0
2016-03-31 07:22:00,2016-03-31 07:22:00,975.9,54.2,18.4,169.8,4.4,6.6
2016-03-31 07:23:00,2016-03-31 07:23:00,975.9,54.0,18.4,162.0,4.2,6.4
2016-03-31 07:24:00,2016-03-31 07:24:00,975.9,54.2,18.4,158.1,3.7,5.3
2016-03-31 07:25:00,2016-03-31 07:25:00,975.8,54.4,18.4,166.3,3.9,6.0
2016-03-31 07:26:00,2016-03-31 07:26:00,975.8,54.3,18.4,166.5,4.0,6.4
2016-03-31 07:27:00,2016-03-31 07:27:00,975.9,54.2,18.4,163.9,4.7,6.9
2016-03-31 07:28:00,2016-03-31 07:28:00,975.9,54.5,18.4,163.8,3.0,4.0
2016-03-31 07:29:00,2016-03-31 07:29:00,976.0,54.6,18.4,185.2,4.0,7.1
2016-03-31 07:30:00,2016-03-31 07:30:00,976.0,54.8,18.4,167.0,2.4,3.5
2016-03-31 07:31:00,2016-03-31 07:31:00,976.1,55.0,18.4,177.5,2.6,4.3
2016-03-31 07:32:00,2016-03-31 07:32:00,976.1,55.0,18.3,167.5,2.8,4.4
2016-03-31 07:33:00,2016-03-31 07:33:00,976.2,54.9,18.3,174.4,3.5,4.8
2016-03-31 07:34:00,2016-03-31 07:34:00,976.3,55.2,18.3,182.5,2.4,4.0
2016-03-31 07:35:00,2016-03-31 07:35:00,976.3,55.2,18.3,182.9,3.9,6.2
2016-03-31 07:36:00,2016-03-31 07:36:00,976.3,54.9,18.3,173.8,4.0,5.0
2016-03-31 07:37:00,2016-03-31 07:37:00,976.1,54.7,18.4,175.6,4.8,8.2
2016-03-31 07:38:00,2016-03-31 07:38:00,975.9,54.9,18.4,150.6,3.7,7.5
2016-03-31 07:39:00,2016-03-31 07:39:00,975.7,54.8,18.4,165.2,4.5,6.7
2016-03-31 07:40:00,2016-03-31 07:40:00,975.6,54.9,18.4,151.4,4.7,7.1
2016-03-31 07:41:00,2016-03-31 07:41:00,975.6,54.9,18.3,152.1,5.2,7.8
2016-03-31 07:42:00,2016-03-31 07:42:00,975.6,55.2,18.3,150.5,3.4,5.8
2016-03-31 07:43:00,2016-03-31 07:43:00,975.5,55.2,18.3,160.1,4.0,5.2
2016-03-31 07:44:00,2016-03-31 07:44:00,975.5,55.5,18.3,153.0,3.3,5.6
2016-03-31 07:45:00,2016-03-31 07:45:00,975.5,55.5,18.3,152.8,3.7,6.2
2016-03-31 07:46:00,2016-03-31 07:46:00,975.6,56.1,18.3,169.9,2.6,3.7
2016-03-31 07:47:00,2016-03-31 07:47:00,975.6,56.2,18.2,157.8,5.1,8.3
2016-03-31 07:48:00,2016-03-31 07:48:00,975.7,56.2,18.2,171.9,5.2,8.3
2016-03-31 07:49:00,2016-03-31 07:49:00,975.8,55.9,18.2,163.2,5.5,7.4
2016-03-31 07:50:00,2016-03-31 07:50:00,975.8,55.9,18.3,165.6,4.7,6.3
2016-03-31 07:51:00,2016-03-31 07:51:00,975.9,55.8,18.3,168.4,4.5,5.5
2016-03-31 07:52:00,2016-03-31 07:52:00,975.9,56.3,18.3,169.4,3.2,4.6
2016-03-31 07:53:00,2016-03-31 07:53:00,975.9,56.4,18.2,168.6,3.3,4.5
2016-03-31 07:54:00,2016-03-31 07:54:00,975.9,56.2,18.2,175.6,5.1,7.6
2016-03-31 07:55:00,2016-03-31 07:55:00,975.9,56.3,18.2,163.9,5.1,7.0
2016-03-31 07:56:00,2016-03-31 07:56:00,976.0,56.3,18.3,160.8,3.5,4.7
2016-03-31 07:57:00,2016-03-31 07:57:00,976.0,56.1,18.3,157.7,6.8,10.5
2016-03-31 07:58:00,2016-03-31 07:58:00,976.1,56.2,18.3,163.2,5.1,7.6
2016-03-31 07:59:00,2016-03-31 07:59:00,976.1,56.2,18.3,167.4,4.4,7.5
2016-03-31 08:00:00,2016-03-31 08:00:00,976.2,56.9,18.3,180.1,3.8,5.9
2016-03-31 08:01:00,2016-03-31 08:01:00,976.1,57.6,18.2,178.6,3.5,4.6
2016-03-31 08:02:00,2016-03-31 08:02:00,976.1,58.3,18.1,166.4,3.2,5.0
2016-03-31 08:03:00,2016-03-31 08:03:00,976.0,58.8,18.0,171.0,4.5,7.7
2016-03-31 08:04:00,2016-03-31 08:04:00,976.0,59.1,18.0,162.4,4.4,7.6
2016-03-31 08:05:00,2016-03-31 08:05:00,976.0,59.3,18.0,171.1,4.8,6.8
2016-03-31 08:06:00,2016-03-31 08:06:00,976.1,59.7,18.0,167.3,4.7,6.4
2016-03-31 08:07:00,2016-03-31 08:07:00,976.1,61.0,17.9,170.5,3.6,7.3
2016-03-31 08:08:00,2016-03-31 08:08:00,976.2,60.9,17.8,177.6,3.1,4.1
2016-03-31 08:09:00,2016-03-31 08:09:00,976.2,61.4,17.7,167.6,3.9,6.1
2016-03-31 08:11:00,2016-03-31 08:11:00,976.1,61.8,17.6,172.4,3.3,4.8
2016-03-31 08:12:00,2016-03-31 08:12:00,976.2,62.3,17.6,179.4,2.7,3.3
2016-03-31 08:13:00,2016-03-31 08:13:00,976.1,62.6,17.6,175.2,3.7,8.3
2016-03-31 08:14:00,2016-03-31 08:14:00,976.0,62.6,17.6,173.7,4.3,6.8
2016-03-31 08:15:00,2016-03-31 08:15:00,976.1,63.2,17.5,172.3,2.9,4.4
2016-03-31 08:16:00,2016-03-31 08:16:00,976.2,63.6,17.5,185.8,2.9,4.0
2016-03-31 08:17:00,2016-03-31 08:17:00,976.2,63.7,17.4,164.2,3.7,6.2
2016-03-31 08:18:00,2016-03-31 08:18:00,976.2,63.1,17.5,175.8,4.5,6.0
2016-03-31 08:19:00,2016-03-31 08:19:00,976.2,63.4,17.5,159.8,3.2,4.5
2016-03-31 08:20:00,2016-03-31 08:20:00,976.1,63.6,17.5,170.7,3.0,5.5
2016-03-31 08:21:00,2016-03-31 08:21:00,976.1,63.2,17.5,165.9,4.4,6.0
2016-03-31 08:22:00,2016-03-31 08:22:00,976.1,62.8,17.5,167.3,3.8,5.7
2016-03-31 08:23:00,2016-03-31 08:23:00,976.1,63.0,17.6,173.0,4.2,5.8
2016-03-31 08:24:00,2016-03-31 08:24:00,976.2,63.1,17.6,172.7,3.3,5.4
2016-03-31 08:25:00,2016-03-31 08:25:00,976.3,63.0,17.6,177.6,4.2,6.3
2016-03-31 08:26:00,2016-03-31 08:26:00,976.4,63.3,17.6,183.3,3.2,4.7
2016-03-31 08:27:00,2016-03-31 08:27:00,976.4,63.2,17.5,189.2,3.2,4.5
2016-03-31 08:28:00,2016-03-31 08:28:00,976.5,63.2,17.6,193.8,3.4,4.6
2016-03-31 08:29:00,2016-03-31 08:29:00,976.5,63.4,17.6,191.1,2.9,3.9
2016-03-31 08:30:00,2016-03-31 08:30:00,976.5,63.8,17.6,198.3,2.2,3.6
2016-03-31 08:31:00,2016-03-31 08:31:00,976.4,63.6,17.5,175.7,2.1,3.0
2016-03-31 08:32:00,2016-03-31 08:32:00,976.5,63.6,17.5,195.0,2.7,4.7
2016-03-31 08:33:00,2016-03-31 08:33:00,976.5,63.7,17.5,186.9,3.3,4.3
2016-03-31 08:34:00,2016-03-31 08:34:00,976.5,64.3,17.5,164.6,3.5,4.7
2016-03-31 08:35:00,2016-03-31 08:35:00,976.4,65.0,17.5,171.6,3.2,5.2
2016-03-31 08:36:00,2016-03-31 08:36:00,976.4,66.3,17.4,190.4,1.6,3.0
2016-03-31 08:37:00,2016-03-31 08:37:00,976.4,67.0,17.2,186.6,2.2,3.1
2016-03-31 08:38:00,2016-03-31 08:38:00,976.4,67.0,17.2,182.8,3.3,4.5
2016-03-31 08:39:00,2016-03-31 08:39:00,976.6,66.4,17.2,214.9,3.0,4.0
2016-03-31 08:40:00,2016-03-31 08:40:00,976.8,67.2,17.2,235.8,2.4,3.1
2016-03-31 08:41:00,2016-03-31 08:41:00,977.0,67.9,17.2,229.6,2.5,4.1
2016-03-31 08:42:00,2016-03-31 08:42:00,977.2,68.5,17.1,237.1,2.9,3.9
2016-03-31 08:43:00,2016-03-31 08:43:00,977.3,69.4,17.0,240.1,2.5,3.9
2016-03-31 08:44:00,2016-03-31 08:44:00,977.3,70.2,16.9,241.7,2.4,3.3
2016-03-31 08:45:00,2016-03-31 08:45:00,977.3,70.6,16.9,222.8,2.5,3.7
2016-03-31 08:46:00,2016-03-31 08:46:00,977.3,71.1,16.8,229.9,2.5,3.2
2016-03-31 08:47:00,2016-03-31 08:47:00,977.3,71.9,16.7,216.7,3.0,4.3
2016-03-31 08:48:00,2016-03-31 08:48:00,977.4,72.3,16.7,231.9,2.7,4.0
2016-03-31 08:49:00,2016-03-31 08:49:00,977.5,74.3,16.6,243.9,1.6,1.9
2016-03-31 08:50:00,2016-03-31 08:50:00,977.6,75.3,16.4,220.3,2.3,3.1
2016-03-31 08:51:00,2016-03-31 08:51:00,977.7,76.8,16.2,229.7,2.2,3.1
2016-03-31 08:52:00,2016-03-31 08:52:00,977.7,78.4,16.1,250.1,1.8,2.5
2016-03-31 08:53:00,2016-03-31 08:53:00,977.7,79.4,15.9,242.4,1.9,2.9
2016-03-31 08:54:00,2016-03-31 08:54:00,977.5,80.2,15.8,223.4,2.1,3.1
2016-03-31 08:55:00,2016-03-31 08:55:00,977.4,80.5,15.7,216.4,2.1,3.2
2016-03-31 08:56:00,2016-03-31 08:56:00,977.3,81.3,15.6,214.7,1.4,2.0
2016-03-31 08:57:00,2016-03-31 08:57:00,977.2,81.8,15.6,206.2,1.7,2.1
2016-03-31 08:58:00,2016-03-31 08:58:00,977.2,82.0,15.5,191.1,1.5,2.0
2016-03-31 08:59:00,2016-03-31 08:59:00,977.1,82.4,15.5,196.6,1.5,2.0
2016-03-31 09:00:00,2016-03-31 09:00:00,977.1,83.0,15.4,187.1,1.4,1.9
2016-03-31 09:01:00,2016-03-31 09:01:00,977.0,83.6,15.4,171.8,1.1,1.6
2016-03-31 09:02:00,2016-03-31 09:02:00,976.9,84.0,15.3,163.3,1.5,2.3
2016-03-31 09:03:00,2016-03-31 09:03:00,977.0,84.2,15.3,163.6,2.3,3.5
2016-03-31 09:04:00,2016-03-31 09:04:00,976.9,84.5,15.3,152.6,2.4,3.0
2016-03-31 09:05:00,2016-03-31 09:05:00,976.6,84.8,15.2,141.1,2.4,3.3
2016-03-31 09:06:00,2016-03-31 09:06:00,976.5,85.2,15.2,137.5,2.5,3.6
2016-03-31 09:07:00,2016-03-31 09:07:00,976.6,85.6,15.1,147.4,1.8,3.0
2016-03-31 09:08:00,2016-03-31 09:08:00,976.7,85.9,15.1,166.2,2.4,3.7
2016-03-31 09:09:00,2016-03-31 09:09:00,976.8,86.0,15.1,180.1,1.4,2.0
2016-03-31 09:10:00,2016-03-31 09:10:00,976.8,86.2,15.1,192.0,2.0,3.3
2016-03-31 09:11:00,2016-03-31 09:11:00,976.9,86.3,15.1,205.5,2.0,3.0
2016-03-31 09:12:00,2016-03-31 09:12:00,976.9,86.5,15.1,208.5,2.1,3.0
2016-03-31 09:13:00,2016-03-31 09:13:00,976.9,86.6,15.1,196.7,2.0,3.4
2016-03-31 09:14:00,2016-03-31 09:14:00,976.9,86.7,15.1,215.3,1.3,1.9
2016-03-31 09:15:00,2016-03-31 09:15:00,976.8,86.9,15.1,203.9,2.4,3.8
2016-03-31 09:16:00,2016-03-31 09:16:00,976.8,86.9,15.1,185.6,2.3,3.7
2016-03-31 09:17:00,2016-03-31 09:17:00,976.8,86.9,15.1,200.5,1.8,2.9
2016-03-31 09:18:00,2016-03-31 09:18:00,976.8,87.0,15.1,182.6,1.5,2.8
2016-03-31 09:19:00,2016-03-31 09:19:00,976.8,87.1,15.2,190.4,2.3,3.3
