,timeObs,stationName,longitude,latitude,temperature,dewpoint,windDir,windSpeed,seaLevelPress,presWeather,skyCover,skyLayerBase
172,2016-06-22 13:15:00,KLHM,-121.350997925,38.9090003967,31.0,6.0,200.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
171,2016-06-22 13:15:00,KLDM,-86.4100036621,43.9599990845,24.0,13.0,280.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
156,2016-06-22 13:15:00,KOLU,-97.3499984741,41.4599990845,30.0,19.0,350.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[3400.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
157,2016-06-22 13:15:00,KOTH,-124.25,43.4300003052,18.0,12.0,330.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
158,2016-06-22 13:15:00,KPAN,-111.338996887,34.2569999695,34.0,4.0,260.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
159,2016-06-22 13:15:00,CWPF,-123.430000305,48.4300003052,15.0,9.0,150.0,6.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
160,2016-06-22 13:15:00,KIDI,-79.0999984741,40.6300010681,25.0,11.0,300.0,15.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[6000.0, 7500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
161,2016-06-22 13:15:00,KIER,-93.0999984741,31.7399997711,34.0,24.0,200.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'BKN', '', '', '']","[4100.0, 8000.0, 10000.0, -9999.0, -9999.0, -9999.0]"
162,2016-06-22 13:15:00,KIFA,-93.2699966431,42.4710006714,30.0,22.0,200.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', '', '', '', '']","[2900.0, 3800.0, -9999.0, -9999.0, -9999.0, -9999.0]"
163,2016-06-22 13:15:00,KIIB,-91.9479980469,42.4539985657,26.0,21.0,170.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[2800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
164,2016-06-22 13:15:00,KIRS,-85.4400024414,41.8100013733,25.0,18.0,230.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
165,2016-06-22 13:15:00,KJDD,-95.4960021973,32.7420005798,33.0,24.0,170.0,8.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[3400.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
166,2016-06-22 13:15:00,KJKA,-87.6719970703,30.2900009155,30.0,19.0,160.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
167,2016-06-22 13:15:00,KJSV,-94.8000030518,35.4399986267,36.0,21.0,230.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
168,2016-06-22 13:15:00,KJWG,-98.4199981689,35.8600006104,35.0,20.0,220.0,18.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
169,2016-06-22 13:15:00,KJYG,-94.5599975586,43.9900016785,23.0,18.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[2300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
170,2016-06-22 13:15:00,KJYM,-84.5859985352,41.9210014343,27.0,8.0,220.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
191,2016-06-22 13:15:00,KRQB,-85.5,43.7200012207,23.0,11.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
192,2016-06-22 13:15:00,KCCY,-92.6200027466,43.0699996948,26.0,23.0,130.0,4.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[2500.0, 3100.0, -9999.0, -9999.0, -9999.0, -9999.0]"
193,2016-06-22 13:15:00,KCDA,-72.0179977417,44.5690002441,17.0,11.0,220.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[2500.0, 3100.0, 3700.0, -9999.0, -9999.0, -9999.0]"
212,2016-06-22 13:15:00,KFHB,-81.4611968994,30.6118297577,32.0,21.0,130.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
214,2016-06-22 13:15:00,KRSV,-87.6500015259,39.0159988403,31.0,21.0,140.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
215,2016-06-22 13:15:00,KRZL,-87.1825790405,40.9478912354,21.0,20.0,210.0,11.0,-9999.0,"['-RA', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[4200.0, 7500.0, 9500.0, -9999.0, -9999.0, -9999.0]"
216,2016-06-22 13:15:00,KSAR,-89.6999969482,38.1500015259,34.0,22.0,230.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[5000.0, 6000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
217,2016-06-22 13:15:00,KSLH,-84.5199966431,45.6500015259,20.0,8.0,10.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
218,2016-06-22 13:15:00,KSLO,-88.9700012207,38.6500015259,36.0,20.0,220.0,14.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[6000.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
219,2016-06-22 13:15:00,KSNK,-100.949996948,32.6930007935,32.0,18.0,170.0,12.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
220,2016-06-22 13:15:00,KSRR,-105.535003662,33.4630012512,31.0,3.0,260.0,5.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
221,2016-06-22 13:15:00,KSZT,-116.559997559,48.2999992371,22.0,11.0,110.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
222,2016-06-22 13:15:00,KTMK,-123.814002991,45.4179992676,19.0,12.0,310.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
223,2016-06-22 13:15:00,KTPF,-82.4489974976,27.9160003662,35.0,21.0,80.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
224,2016-06-22 13:15:00,K04V,-106.168998718,38.0970001221,26.0,6.0,170.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
225,2016-06-22 13:15:00,K08D,-102.406349182,48.3008003235,16.0,14.0,10.0,11.0,-9999.0,"['', '', '', '', '']","['FEW', 'BKN', 'OVC', '', '', '']","[2100.0, 2700.0, 4100.0, -9999.0, -9999.0, -9999.0]"
226,2016-06-22 13:15:00,K20V,-106.361000061,40.0519981384,28.0,2.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
227,2016-06-22 13:15:00,K42J,-82.0475311279,29.8447494507,32.0,13.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[3400.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
228,2016-06-22 13:15:00,K46D,-99.1513290405,47.4511108398,18.0,14.0,340.0,13.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', 'BKN', '', '', '']","[1500.0, 3000.0, 3800.0, -9999.0, -9999.0, -9999.0]"
213,2016-06-22 13:15:00,KFKR,-86.56199646,40.2729988098,-9999.0,-9999.0,210.0,5.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
211,2016-06-22 13:15:00,KFEP,-89.5800018311,42.25,23.0,20.0,190.0,5.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[1200.0, 1900.0, -9999.0, -9999.0, -9999.0, -9999.0]"
194,2016-06-22 13:15:00,KCDH,-92.7630004883,33.6230010986,33.0,23.0,210.0,5.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[3900.0, 4400.0, -9999.0, -9999.0, -9999.0, -9999.0]"
210,2016-06-22 13:15:00,KERV,-99.0800018311,29.9799995422,32.0,22.0,140.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
195,2016-06-22 13:15:00,KCFE,-93.8430023193,45.1590003967,27.0,15.0,190.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
196,2016-06-22 13:15:00,KCKN,-96.6200027466,47.8600006104,16.0,15.0,70.0,8.0,-9999.0,"['-RA', '', '', '', '']","['OVC', '', '', '', '', '']","[4200.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
197,2016-06-22 13:15:00,KCLK,-98.9329986572,35.5379981995,34.0,14.0,200.0,14.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
198,2016-06-22 13:15:00,KCOQ,-92.5,46.7099990845,20.0,9.0,100.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
199,2016-06-22 13:15:00,KCQM,-92.6900024414,47.8199996948,21.0,9.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
200,2016-06-22 13:15:00,KCWC,-98.4899978638,33.858001709,36.0,17.0,190.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
201,2016-06-22 13:15:00,KCWV,-81.8700027466,32.1949996948,33.0,19.0,200.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
202,2016-06-22 13:15:00,KDTL,-95.8799972534,46.8300018311,25.0,13.0,200.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
203,2016-06-22 13:15:00,KDUC,-97.9599990845,34.4700012207,33.0,20.0,190.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
204,2016-06-22 13:15:00,KDUH,-83.6600036621,41.7400016785,30.0,11.0,270.0,6.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[8500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
205,2016-06-22 13:15:00,KDVO,-122.555999756,38.1440010071,24.0,12.0,220.0,10.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
206,2016-06-22 13:15:00,KECS,-104.318000793,43.8849983215,25.0,-3.0,320.0,10.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
207,2016-06-22 13:15:00,KEFT,-89.5899963379,42.6100006104,21.0,18.0,170.0,5.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
208,2016-06-22 13:15:00,KENL,-89.0800018311,38.5200004578,35.0,22.0,210.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[5500.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
209,2016-06-22 13:15:00,KEOE,-81.6399993896,34.3089981079,36.0,20.0,240.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[5500.0, 8000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
614,2016-06-22 13:15:00,LHUD,20.1000003815,46.25,24.0,20.0,350.0,4.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
