,timeObs,stationName,longitude,latitude,temperature,dewpoint,windDir,windSpeed,seaLevelPress,presWeather,skyCover,skyLayerBase
590,2016-06-22 13:15:00,KMRJ,-90.2300033569,42.8899993896,24.0,20.0,110.0,6.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[1500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
591,2016-06-22 13:15:00,KRPH,-98.5550003052,33.1100006104,35.0,20.0,160.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
592,2016-06-22 13:15:00,KS25,-103.255195618,47.7965812683,18.0,12.0,350.0,11.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[2700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
593,2016-06-22 13:15:00,KSPL,-97.1571502686,26.0705566406,32.0,25.0,150.0,10.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
594,2016-06-22 13:15:00,KSUW,-92.0950012207,46.6899986267,15.0,8.0,60.0,10.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[12000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
540,2016-06-22 13:15:00,KVVG,-81.9700012207,28.9599990845,34.0,16.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
538,2016-06-22 13:15:00,KVES,-84.5319976807,40.2039985657,22.0,18.0,230.0,10.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
463,2016-06-22 13:15:00,KT82,-98.9100036621,30.2439994812,31.0,18.0,170.0,5.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
490,2016-06-22 13:15:00,KC75,-89.3899993896,41.0200004578,27.0,20.0,170.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
483,2016-06-22 13:15:00,KARV,-89.7300033569,45.9300003052,23.0,11.0,190.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[12000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
484,2016-06-22 13:15:00,KATP,-90.0270004272,27.1949996948,30.0,20.0,100.0,10.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
485,2016-06-22 13:15:00,KAVK,-98.6698989868,36.7732009888,38.0,16.0,220.0,18.0,-9999.0,"['HZ', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
486,2016-06-22 13:15:00,KBBF,-96.0130004883,27.8349990845,30.0,23.0,170.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
487,2016-06-22 13:15:00,KBIJ,-84.8949966431,31.3980007172,33.0,15.0,210.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
488,2016-06-22 13:15:00,KBQX,-95.7244415283,28.4936103821,31.0,23.0,160.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[2800.0, 3300.0, -9999.0, -9999.0, -9999.0, -9999.0]"
489,2016-06-22 13:15:00,KC09,-88.4199981689,41.4300003052,22.0,20.0,210.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[900.0, 8000.0, 10000.0, -9999.0, -9999.0, -9999.0]"
491,2016-06-22 13:15:00,KCCA,-92.452003479,35.5979995728,-9999.0,-9999.0,220.0,6.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
537,2016-06-22 13:15:00,KVDI,-82.3720016479,32.1930007935,35.0,17.0,250.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
492,2016-06-22 13:15:00,KCCO,-84.7699966431,33.3100013733,33.0,19.0,290.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
493,2016-06-22 13:15:00,KI63,-90.8040008545,39.9879989624,31.0,25.0,160.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
494,2016-06-22 13:15:00,KI75,-93.6896591187,41.0522193909,33.0,23.0,220.0,9.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[4800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
495,2016-06-22 13:15:00,KIFP,-114.559997559,35.1570014954,42.0,4.0,180.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
496,2016-06-22 13:15:00,KIJX,-90.2300033569,39.7799987793,33.0,23.0,160.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
497,2016-06-22 13:15:00,KIKK,-87.8499984741,41.0699996948,22.0,20.0,190.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[900.0, 4200.0, 7000.0, -9999.0, -9999.0, -9999.0]"
498,2016-06-22 13:15:00,KIKT,-88.2890014648,28.5209999084,29.0,18.0,100.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
482,2016-06-22 13:15:00,KARM,-96.1539993286,29.2539997101,32.0,23.0,210.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[3100.0, 3700.0, -9999.0, -9999.0, -9999.0, -9999.0]"
481,2016-06-22 13:15:00,KAIG,-89.111000061,45.1539993286,22.0,13.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[12000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
480,2016-06-22 13:15:00,KACJ,-84.1888580322,32.1108093262,34.0,11.0,200.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
479,2016-06-22 13:15:00,K8A0,-86.2559967041,34.2290000916,33.0,25.0,210.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[4600.0, 5500.0, 9000.0, -9999.0, -9999.0, -9999.0]"
464,2016-06-22 13:15:00,KTAZ,-89.3300018311,39.5299987793,32.0,23.0,190.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
465,2016-06-22 13:15:00,KTFP,-97.2119979858,27.9130001068,33.0,24.0,150.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[2600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
466,2016-06-22 13:15:00,KTIF,-100.569000244,41.9620018005,27.0,10.0,360.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
467,2016-06-22 13:15:00,KMZG,-96.1911087036,27.726940155,32.0,23.0,140.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
468,2016-06-22 13:15:00,KMZZ,-85.6800003052,40.4900016785,22.0,19.0,200.0,14.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[1200.0, 6500.0, 9000.0, -9999.0, -9999.0, -9999.0]"
469,2016-06-22 13:15:00,KO22,-120.415000916,38.0299987793,34.0,-3.0,230.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
470,2016-06-22 13:15:00,KO69,-122.605331421,38.2577781677,23.0,12.0,270.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
471,2016-06-22 13:15:00,KOEO,-92.6900024414,45.3100013733,27.0,14.0,110.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
472,2016-06-22 13:15:00,KOGA,-101.769996643,41.1189994812,29.0,2.0,20.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
473,2016-06-22 13:15:00,KOJA,-98.6679992676,35.5449981689,35.0,18.0,180.0,15.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
474,2016-06-22 13:15:00,KOKM,-95.9499969482,35.6699981689,-9999.0,-9999.0,210.0,15.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
475,2016-06-22 13:15:00,KOLE,-78.3700027466,42.2400016785,21.0,6.0,300.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
476,2016-06-22 13:15:00,KOLY,-88.1800003052,38.7299995422,31.0,23.0,140.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
477,2016-06-22 13:15:00,K65S,-116.294998169,48.7260017395,22.0,7.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
478,2016-06-22 13:15:00,K6A1,-84.2509994507,32.5670013428,37.0,18.0,150.0,4.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
499,2016-06-22 13:15:00,KJYL,-81.5960006714,32.6450004578,35.0,20.0,220.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[6000.0, 7500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
500,2016-06-22 13:15:00,KJYR,-97.6200027466,40.9000015259,31.0,20.0,350.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
501,2016-06-22 13:15:00,KLCQ,-82.577003479,30.1819992065,31.0,17.0,250.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
520,2016-06-22 13:15:00,KPLU,-122.287002563,47.1040000916,21.0,12.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
522,2016-06-22 13:15:00,KPNT,-88.6299972534,40.9199981689,26.0,21.0,180.0,16.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[9000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
523,2016-06-22 13:15:00,KPPA,-100.996002197,35.6129989624,35.0,16.0,190.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
524,2016-06-22 13:15:00,KPPO,-86.7350006104,41.5719985962,25.0,20.0,210.0,4.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[2200.0, 2700.0, -9999.0, -9999.0, -9999.0, -9999.0]"
525,2016-06-22 13:15:00,KPRG,-87.6699981689,39.7000007629,24.0,21.0,140.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
526,2016-06-22 13:15:00,KPSK,-80.6800003052,37.1399993896,25.0,20.0,240.0,7.0,-9999.0,"['RA', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[3500.0, 7000.0, 11000.0, -9999.0, -9999.0, -9999.0]"
527,2016-06-22 13:15:00,KPTB,-77.5199966431,37.1899986267,30.0,18.0,270.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
528,2016-06-22 13:15:00,KPTT,-98.7470016479,37.7019996643,35.0,17.0,230.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
529,2016-06-22 13:15:00,KPUJ,-84.952003479,33.9189987183,33.0,21.0,280.0,4.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[4800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
530,2016-06-22 13:15:00,KTIP,-88.1399993896,40.2900009155,26.0,22.0,150.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', '', '', '', '']","[7000.0, 8500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
531,2016-06-22 13:15:00,KTNU,-93.0199966431,41.6800003052,29.0,24.0,140.0,10.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
532,2016-06-22 13:15:00,KTVI,-83.8811264038,30.9017906189,32.0,19.0,230.0,4.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
533,2016-06-22 13:15:00,KTVK,-92.9010009766,40.6839981079,32.0,23.0,210.0,15.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
534,2016-06-22 13:15:00,KUBE,-91.981086731,45.5059700012,26.0,10.0,120.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
535,2016-06-22 13:15:00,KUNU,-88.6999969482,43.4300003052,23.0,17.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', 'OVC', '', '', '', '']","[2900.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
536,2016-06-22 13:15:00,KVAF,-94.625,27.3540000916,29.0,21.0,-9999.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
521,2016-06-22 13:15:00,KPNA,-109.806999207,42.7949981689,24.0,-3.0,350.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
519,2016-06-22 13:15:00,KPEQ,-103.511001587,31.3819999695,39.0,11.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
502,2016-06-22 13:15:00,KM30,-88.7509994507,37.186000824,34.0,26.0,190.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
518,2016-06-22 13:15:00,KPEA,-92.9499969482,41.4000015259,32.0,23.0,200.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[3900.0, 4500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
503,2016-06-22 13:15:00,KMDJ,-89.7939987183,28.642999649,28.0,19.0,130.0,9.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
504,2016-06-22 13:15:00,KMDZ,-90.3000030518,45.0999984741,24.0,14.0,150.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
505,2016-06-22 13:15:00,KMFV,-75.7699966431,37.6500015259,30.0,13.0,310.0,10.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
506,2016-06-22 13:15:00,KMIS,-88.8420028687,29.295999527,31.0,18.0,110.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
507,2016-06-22 13:15:00,KMKJ,-81.3499984741,36.9000015259,23.0,20.0,240.0,7.0,-9999.0,"['-RA', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[2400.0, 9000.0, 11000.0, -9999.0, -9999.0, -9999.0]"
508,2016-06-22 13:15:00,KMKS,-80.0360031128,33.186000824,32.0,19.0,240.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[4800.0, 5500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
509,2016-06-22 13:15:00,KMLE,-96.1119995117,41.1959991455,31.0,21.0,310.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
510,2016-06-22 13:15:00,KMNE,-93.2980804443,32.646030426,33.0,22.0,190.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[3800.0, 4400.0, -9999.0, -9999.0, -9999.0, -9999.0]"
511,2016-06-22 13:15:00,KOLZ,-91.9599990845,42.6800003052,26.0,21.0,190.0,12.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[2800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
512,2016-06-22 13:15:00,KONL,-98.6800003052,42.4799995422,28.0,19.0,340.0,18.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
513,2016-06-22 13:15:00,KONM,-106.902999878,34.0219993591,36.0,2.0,90.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
514,2016-06-22 13:15:00,KOOA,-92.4940032959,41.2260017395,31.0,24.0,160.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
515,2016-06-22 13:15:00,KORC,-96.0699996948,42.9799995422,31.0,21.0,330.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
516,2016-06-22 13:15:00,KOSA,-94.9619979858,33.0960006714,33.0,23.0,170.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[3700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
517,2016-06-22 13:15:00,KOXV,-93.1200027466,41.2999992371,33.0,23.0,210.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
309,2016-06-22 13:15:00,KDEH,-91.7300033569,43.2799987793,24.0,20.0,110.0,6.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[2400.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
307,2016-06-22 13:15:00,KAQR,-96.1500015259,34.4000015259,34.0,20.0,170.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[5000.0, 6500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
1,2016-06-22 13:15:00,KLKR,-80.8550033569,34.7229995728,35.0,18.0,240.0,6.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[5500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
105,2016-06-22 13:15:00,KHRX,-102.325996399,34.858001709,37.0,12.0,230.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
98,2016-06-22 13:15:00,KFYJ,-76.7649993896,37.5209999084,28.0,16.0,270.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
99,2016-06-22 13:15:00,KGAO,-90.2610015869,29.4449996948,32.0,20.0,110.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[4000.0, 4800.0, -9999.0, -9999.0, -9999.0, -9999.0]"
100,2016-06-22 13:15:00,KGCM,-95.4800033569,36.2900009155,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
101,2016-06-22 13:15:00,KGMJ,-94.7379989624,36.6049995422,35.0,21.0,210.0,17.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
102,2016-06-22 13:15:00,KGOV,-84.7200012207,44.6800003052,25.0,7.0,310.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
103,2016-06-22 13:15:00,KHAF,-122.5,37.5099983215,13.0,12.0,320.0,12.0,-9999.0,"['BR', '', '', '', '']","['OVC', '', '', '', '', '']","[600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
104,2016-06-22 13:15:00,KHLX,-80.8199996948,36.7700004578,25.0,20.0,310.0,9.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', 'OVC', '', '', '']","[2700.0, 3800.0, 5000.0, -9999.0, -9999.0, -9999.0]"
106,2016-06-22 13:15:00,KHSB,-88.5500030518,37.8199996948,34.0,23.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[4600.0, 5000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
77,2016-06-22 13:15:00,KCMR,-112.194999695,35.3050003052,31.0,2.0,180.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
107,2016-06-22 13:15:00,KHZE,-101.580970764,47.2899398804,18.0,12.0,350.0,17.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[2600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
108,2016-06-22 13:15:00,KI39,-84.3323364258,37.6308479309,26.0,21.0,250.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
109,2016-06-22 13:15:00,CWVF,-123.300003052,49.1100006104,16.0,-9999.0,170.0,9.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
110,2016-06-22 13:15:00,KUKT,-75.3820037842,40.4350013733,28.0,11.0,300.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[6500.0, 8500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
111,2016-06-22 13:15:00,KVLL,-83.1780014038,42.5429992676,28.0,10.0,210.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
112,2016-06-22 13:15:00,KXBP,-97.8280029297,33.1749992371,35.0,21.0,210.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
113,2016-06-22 13:15:00,KXLL,-75.4879989624,40.5699996948,28.0,10.0,290.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
97,2016-06-22 13:15:00,KFSO,-73.0970001221,44.9399986267,18.0,14.0,200.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[8500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
96,2016-06-22 13:15:00,KFSE,-95.7730026245,47.5929985046,19.0,12.0,50.0,10.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
95,2016-06-22 13:15:00,KFPK,-84.8099975586,42.5699996948,27.0,11.0,230.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
94,2016-06-22 13:15:00,KFOA,-88.4499969482,38.6699981689,33.0,24.0,140.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
79,2016-06-22 13:15:00,KCOE,-116.819999695,47.7799987793,24.0,6.0,140.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
80,2016-06-22 13:15:00,KCVN,-103.080001831,34.4300003052,34.0,13.0,260.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
81,2016-06-22 13:15:00,KCVO,-123.290000916,44.5099983215,23.0,11.0,140.0,5.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
82,2016-06-22 13:15:00,KCWI,-90.3399963379,41.8400001526,27.0,21.0,170.0,11.0,1029.80004883,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
83,2016-06-22 13:15:00,KDCM,-81.1959991455,34.7890014648,32.0,18.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[6000.0, 7000.0, 8500.0, -9999.0, -9999.0, -9999.0]"
84,2016-06-22 13:15:00,KDYR,-89.4000015259,36.0299987793,33.0,23.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
